""	"Cytisus"	"Lathyrus"	"L.corn."	"L.ped."	"Medicago"	"Ononis"	"Pisum"	"Trifolium"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"Or_g74_1_14"	"0.0014"	"0.0189"	"0.0021"	"0.0012"	"0.0018"	"0.0011"	"0.0014"	"0.0011"	"0.0031"	"0.2239"
"P450_g14_6_1"	"0.0014"	"1e-04"	"0.0021"	"0.0033"	"0.0027"	"0.0024"	"0.0036"	"0.0017"	"0.0023"	"0.223"
"Control_g86_1_1"	"0.0015"	"0.0206"	"0.0022"	"0.0014"	"0.0019"	"0.0017"	"0.0015"	"0.0015"	"0.0035"	"0.2221"
"Gr_g42_4_1"	"9e-04"	"0.0181"	"0.0021"	"0.0012"	"0.0017"	"0.0022"	"0.0015"	"0.0016"	"0.0033"	"0.2217"
"P450_g14_5_1"	"0.0014"	"1e-04"	"0.0018"	"0.0068"	"0.0039"	"0.0012"	"0.0032"	"0.0013"	"0.0028"	"0.2206"
"Gr_g36_4_1"	"0.001"	"0.0196"	"0.0018"	"0.0016"	"0.0017"	"0.0011"	"0.0017"	"0.0011"	"0.0032"	"0.2203"
"Or_g20_1_4"	"0.0019"	"2e-04"	"0.0016"	"2e-04"	"1e-04"	"0.0117"	"0.0125"	"0.001"	"0.0027"	"0.2202"
"OBP_g5_2_1"	"0.0125"	"0"	"0.0018"	"0.0049"	"2e-04"	"5e-04"	"0.0018"	"0.0028"	"0.0023"	"0.2192"
"PMT_403_1_1"	"0.0025"	"0"	"0.0014"	"1e-04"	"0.0035"	"1e-04"	"0.0039"	"0.0037"	"0.0021"	"0.2178"
"P450_g11_6_1"	"0.002"	"0.0198"	"0.0024"	"0.0016"	"0.0017"	"0.0019"	"0.0019"	"0.0012"	"0.0036"	"0.2172"
"PMT_239_1_1"	"0.0015"	"0.0184"	"0.0016"	"0.0012"	"0.0015"	"0.0014"	"0.0018"	"8e-04"	"0.0031"	"0.2168"
"P450_g11_3_3"	"0.0013"	"0.0189"	"0.0022"	"0.0016"	"0.0015"	"0.002"	"9e-04"	"0.001"	"0.0032"	"0.2151"
"Or_g20_2_1"	"0.0018"	"3e-04"	"0.0018"	"-5e-04"	"-9e-04"	"0.0124"	"0.0075"	"1e-04"	"0.0019"	"0.2131"
"PMT_359_1_1"	"0.002"	"0.0189"	"0.0017"	"0.0014"	"0.0014"	"0.0016"	"0.0013"	"0.001"	"0.0031"	"0.2123"
"P450_g11_5_3"	"0.0016"	"0.0191"	"0.0022"	"0.0013"	"0.0015"	"0.0013"	"0.0017"	"0.0011"	"0.0031"	"0.2123"
"Control_g86_4_3"	"9e-04"	"0.0193"	"0.002"	"0.0013"	"0.0018"	"0.0014"	"0.0016"	"7e-04"	"0.0031"	"0.2106"
"Gr_g73_4_1"	"0.0016"	"0.0191"	"0.0019"	"0.0016"	"0.0015"	"0.0013"	"0.0023"	"0.0012"	"0.0033"	"0.2092"
"Gr_g31_1_9"	"0.001"	"3e-04"	"0.0011"	"0.001"	"0.0012"	"0.0074"	"0.0014"	"0.001"	"0.0017"	"0.2088"
"PMT_259_1_1"	"0.0206"	"0"	"0.0012"	"6e-04"	"6e-04"	"2e-04"	"5e-04"	"5e-04"	"0.0015"	"0.2085"
"PMT_499_1_1"	"5e-04"	"2e-04"	"0.0011"	"7e-04"	"8e-04"	"0.0084"	"0.0011"	"7e-04"	"0.0016"	"0.2064"
"P450_g11_2_1"	"0.002"	"0.0193"	"0.0014"	"0.0016"	"0.0019"	"0.0016"	"0.0014"	"0.001"	"0.0033"	"0.2063"
"Gr_g67_3_2"	"0.0021"	"0.0184"	"9e-04"	"0.0013"	"0.0018"	"0.0015"	"0.0017"	"0.001"	"0.0031"	"0.2063"
"P450_g14_2_1"	"0.0025"	"0"	"0.0024"	"0.0044"	"0.0024"	"0.0012"	"0.004"	"0.0021"	"0.0025"	"0.2057"
"Control_g129_14_8"	"8e-04"	"0.0177"	"0.0011"	"0.0018"	"0.0015"	"0.0017"	"0.002"	"0.001"	"0.0031"	"0.2044"
"P450_g15_3_4"	"0.0024"	"0"	"0.0011"	"0.0033"	"0.0032"	"0.0012"	"0.0042"	"0.0026"	"0.0025"	"0.2035"
"P450_g39_4_1"	"0.0027"	"0.0016"	"0.0056"	"-2e-04"	"6e-04"	"0.0014"	"0.0073"	"0.0011"	"0.0019"	"0.2021"
"Control_g154_2_2"	"8e-04"	"0"	"6e-04"	"7e-04"	"0.002"	"2e-04"	"0.0023"	"0.0064"	"0.002"	"0.1995"
"PMT_501_1_1"	"0.0017"	"2e-04"	"0.001"	"7e-04"	"0.001"	"0.0091"	"0.0013"	"0.001"	"0.0018"	"0.1992"
"P450_g39_2_4"	"0.0034"	"0.0018"	"0.0069"	"2e-04"	"7e-04"	"0.0013"	"0.0071"	"7e-04"	"0.0021"	"0.1987"
"Gr_g42_2_5"	"7e-04"	"0.0169"	"0.0019"	"0.0011"	"0.0015"	"0.0016"	"0.0013"	"0.0014"	"0.003"	"0.1963"
"PMT_502_1_1"	"0.0012"	"0"	"6e-04"	"4e-04"	"9e-04"	"0.0086"	"0.0011"	"7e-04"	"0.0015"	"0.195"
"Control_g188_9_4"	"0.0178"	"0"	"5e-04"	"5e-04"	"0.0027"	"0.0016"	"0.002"	"0.0019"	"0.0023"	"0.1928"
"Control_g82_17_2"	"0.0032"	"0.0039"	"0.0053"	"0.0019"	"0.0022"	"0.0015"	"0.0024"	"0.0023"	"0.0026"	"0.1928"
"Gr_g76_4_2"	"0.0012"	"0.0175"	"0.0014"	"0.0014"	"0.0013"	"0.0016"	"0.0013"	"0.0012"	"0.0029"	"0.1907"
"Or_g7_1_12"	"0.0018"	"0.0015"	"2e-04"	"0.0031"	"0.008"	"2e-04"	"0.0062"	"3e-04"	"0.0033"	"0.1907"
"PMT_358_1_1"	"0.0015"	"0.0173"	"0.0016"	"0.001"	"0.0016"	"0.0011"	"0.0019"	"0.0012"	"0.003"	"0.1895"
"PMT_258_1_1"	"0.0167"	"0"	"0.0015"	"3e-04"	"5e-04"	"2e-04"	"9e-04"	"8e-04"	"0.0014"	"0.1892"
"Gr_g33_3_2"	"0.0167"	"0"	"0.0016"	"-2e-04"	"8e-04"	"6e-04"	"1e-04"	"5e-04"	"0.0013"	"0.1885"
"PMT_257_1_1"	"0.0183"	"0"	"0.0015"	"9e-04"	"6e-04"	"2e-04"	"3e-04"	"9e-04"	"0.0015"	"0.1883"
"Control_g86_5_3"	"0.0012"	"0.0167"	"0.0014"	"0.001"	"0.0015"	"0.0016"	"0.0016"	"0.001"	"0.0028"	"0.1879"
"PMT_260_1_1"	"0.0177"	"0"	"0.0011"	"3e-04"	"6e-04"	"3e-04"	"5e-04"	"4e-04"	"0.0013"	"0.1869"
"Gr_g33_1_2"	"0.0184"	"0"	"0.001"	"4e-04"	"4e-04"	"4e-04"	"-7e-04"	"3e-04"	"0.0011"	"0.1866"
"Control_g188_4_2"	"0.0159"	"0"	"-1e-04"	"4e-04"	"0.0022"	"0.0022"	"0.0017"	"0.0016"	"0.002"	"0.1857"
"Control_g132_1_2"	"9e-04"	"0.0144"	"0.0017"	"0.001"	"-1e-04"	"0.0025"	"0.0018"	"0.0011"	"0.0024"	"0.1802"
"Control_g155_2_10"	"9e-04"	"0"	"6e-04"	"6e-04"	"0.001"	"8e-04"	"0.0012"	"0.0057"	"0.0016"	"0.1788"
"PMT_594_1_1"	"0.0017"	"0"	"0.0142"	"0"	"0.0014"	"0.0014"	"0.0025"	"-2e-04"	"0.0022"	"0.1782"
"Control_g188_6_3"	"0.0159"	"0"	"3e-04"	"2e-04"	"0.0019"	"0.002"	"0.0021"	"0.0015"	"0.0019"	"0.1731"
"P450_g15_9_1"	"2e-04"	"2e-04"	"0.0013"	"0.0031"	"0.001"	"0.0018"	"0.0044"	"0.0015"	"0.0017"	"0.1718"
"PMT_401_1_1"	"0.0025"	"0"	"0.0011"	"0"	"0.0019"	"-2e-04"	"7e-04"	"0.0037"	"0.0013"	"0.168"
"PMT_642_1_10"	"0.0017"	"0.0156"	"0.001"	"0.0012"	"0.0015"	"0.0014"	"0.0018"	"7e-04"	"0.0026"	"0.1648"
"PMT_377_1_1"	"0"	"0"	"3e-04"	"0.0038"	"0.0016"	"1e-04"	"0.0015"	"0.0011"	"0.0013"	"0.1627"
"P450_g13_10_1"	"0.0019"	"1e-04"	"0.0021"	"2e-04"	"0.0024"	"0.0105"	"0.0029"	"8e-04"	"0.0023"	"0.1611"
"Control_g49_4_1"	"0.0012"	"0.0109"	"0.0016"	"9e-04"	"0.001"	"-3e-04"	"0.0014"	"0.001"	"0.002"	"0.1601"
"PMT_256_1_1"	"0.0197"	"0"	"6e-04"	"6e-04"	"5e-04"	"2e-04"	"8e-04"	"5e-04"	"0.0014"	"0.1598"
"Control_g49_1_1"	"0.0014"	"0.0102"	"0.0021"	"0.0011"	"6e-04"	"-7e-04"	"0.0019"	"0.0011"	"0.0019"	"0.1516"
"Or_g7_3_2"	"0.0029"	"0.0011"	"0.0019"	"0.0037"	"0.0023"	"2e-04"	"0.0031"	"1e-04"	"0.0018"	"0.1501"
"Or_g65_6_1"	"0.0011"	"0"	"0"	"2e-04"	"0.0013"	"0.001"	"0.0039"	"0.0015"	"0.0011"	"0.1499"
"P450_g24_1_9"	"0.0199"	"0"	"3e-04"	"2e-04"	"4e-04"	"2e-04"	"5e-04"	"3e-04"	"0.0012"	"0.1468"
"Gr_g31_2_4"	"4e-04"	"3e-04"	"0.0011"	"-9e-04"	"9e-04"	"0.0057"	"6e-04"	"7e-04"	"0.0011"	"0.1443"
"PMT_617_1_1"	"4e-04"	"1e-04"	"0.0047"	"9e-04"	"0.0027"	"3e-04"	"-1e-04"	"0.0013"	"0.0015"	"0.1389"
"Gr_g36_2_1"	"7e-04"	"0"	"4e-04"	"5e-04"	"8e-04"	"1e-04"	"7e-04"	"0.0038"	"0.0011"	"0.1388"
"PMT_400_1_1"	"0.0016"	"0"	"9e-04"	"-4e-04"	"0.002"	"-1e-04"	"-3e-04"	"0.0043"	"0.0012"	"0.1385"
"Or_g64_2_1"	"-0.001"	"0"	"0"	"9e-04"	"9e-04"	"0"	"0.0035"	"0.0031"	"0.0011"	"0.1337"
"Control_g133_3_3"	"1e-04"	"1e-04"	"0.0013"	"-1e-04"	"0.0032"	"1e-04"	"0.004"	"0.0018"	"0.0015"	"0.1334"
"P450_g24_2_2"	"0.0183"	"0"	"5e-04"	"2e-04"	"3e-04"	"1e-04"	"3e-04"	"4e-04"	"0.0011"	"0.133"
"Control_g120_3_1"	"-1e-04"	"0"	"0.0028"	"0.0034"	"0.0021"	"6e-04"	"-5e-04"	"-3e-04"	"0.0012"	"0.1327"
"Or_g61_5_1"	"7e-04"	"0"	"8e-04"	"1e-04"	"3e-04"	"0"	"0.0037"	"0.0027"	"0.001"	"0.131"
"Or_g61_4_2"	"7e-04"	"0"	"4e-04"	"3e-04"	"-4e-04"	"1e-04"	"0.0044"	"0.003"	"9e-04"	"0.1297"
"PMT_399_1_1"	"0.0026"	"-1e-04"	"3e-04"	"-5e-04"	"0.0018"	"-1e-04"	"-8e-04"	"0.0035"	"0.0011"	"0.129"
"Control_g49_5_1"	"5e-04"	"0.0087"	"0.0015"	"7e-04"	"4e-04"	"-6e-04"	"0.0013"	"8e-04"	"0.0015"	"0.1282"
"PMT_395_1_1"	"0.0016"	"1e-04"	"8e-04"	"-1e-04"	"0.0015"	"1e-04"	"-3e-04"	"0.0033"	"0.001"	"0.1275"
"P450_g24_3_2"	"0.0196"	"0"	"5e-04"	"1e-04"	"3e-04"	"2e-04"	"6e-04"	"3e-04"	"0.0012"	"0.1273"
"PS_g2_2_3"	"-5e-04"	"1e-04"	"4e-04"	"0.0014"	"1e-04"	"2e-04"	"0.001"	"0.0028"	"8e-04"	"0.1216"
"PMT_396_1_1"	"0.0024"	"0"	"5e-04"	"-1e-04"	"0.0019"	"-3e-04"	"-2e-04"	"0.0042"	"0.0012"	"0.1205"
"P450_g24_4_7"	"0.0169"	"0"	"1e-04"	"3e-04"	"3e-04"	"0"	"7e-04"	"2e-04"	"0.001"	"0.1195"
"Gr_g36_5_1"	"8e-04"	"0.0093"	"0.0015"	"9e-04"	"0.0011"	"0.001"	"9e-04"	"-2e-04"	"0.0017"	"0.1165"
"PMT_398_1_1"	"0.003"	"0"	"6e-04"	"-4e-04"	"0.0021"	"0"	"-8e-04"	"0.0032"	"0.0011"	"0.1137"
"PMT_397_1_1"	"2e-04"	"0"	"7e-04"	"-4e-04"	"0.0017"	"-2e-04"	"0"	"0.0032"	"9e-04"	"0.1115"
"Gr_g50_3_1"	"0.015"	"0"	"4e-04"	"3e-04"	"-1e-04"	"1e-04"	"4e-04"	"1e-04"	"8e-04"	"0.1114"
"Gr_g50_4_1"	"0.0171"	"0"	"4e-04"	"2e-04"	"-2e-04"	"0"	"4e-04"	"2e-04"	"9e-04"	"0.111"
"Control_g133_2_1"	"1e-04"	"0"	"0.0016"	"-5e-04"	"0.0017"	"0"	"0.0037"	"0.0012"	"0.001"	"0.111"
"Or_g49_1_4"	"0.0011"	"0.0065"	"0.0011"	"5e-04"	"7e-04"	"3e-04"	"2e-04"	"3e-04"	"0.0012"	"0.1087"
"Or_g49_3_1"	"2e-04"	"0.006"	"5e-04"	"7e-04"	"8e-04"	"8e-04"	"9e-04"	"5e-04"	"0.0013"	"0.1087"
"Or_g49_4_1"	"7e-04"	"0.0062"	"7e-04"	"4e-04"	"7e-04"	"8e-04"	"0.001"	"3e-04"	"0.0012"	"0.1085"
"Or_g74_3_1"	"3e-04"	"0.0026"	"9e-04"	"5e-04"	"0.0013"	"5e-04"	"0.0019"	"6e-04"	"0.0011"	"0.1069"
"PMT_299_1_1"	"0.0133"	"0"	"3e-04"	"3e-04"	"-3e-04"	"0"	"7e-04"	"4e-04"	"8e-04"	"0.1017"
"Control_g72_2_1"	"0"	"0.001"	"1e-04"	"-2e-04"	"6e-04"	"4e-04"	"0.0021"	"9e-04"	"6e-04"	"0.1015"
"PMT_301_1_1"	"0.0131"	"0"	"3e-04"	"3e-04"	"-3e-04"	"2e-04"	"3e-04"	"2e-04"	"7e-04"	"0.1013"
"Or_g49_5_2"	"4e-04"	"0.0055"	"7e-04"	"6e-04"	"6e-04"	"6e-04"	"9e-04"	"3e-04"	"0.0011"	"0.1005"
"Control_g120_2_2"	"-2e-04"	"4e-04"	"0.0018"	"0.0026"	"0.0011"	"3e-04"	"-5e-04"	"-4e-04"	"7e-04"	"0.1001"
"Control_g133_4_7"	"-1e-04"	"-1e-04"	"0.0019"	"1e-04"	"0.0014"	"0"	"0.003"	"0.0015"	"0.0011"	"0.0989"
"Gr_g77_4_1"	"1e-04"	"0"	"2e-04"	"0.0027"	"6e-04"	"3e-04"	"7e-04"	"2e-04"	"7e-04"	"0.0951"
"PMT_132_1_1"	"3e-04"	"0"	"4e-04"	"0.0029"	"7e-04"	"3e-04"	"5e-04"	"3e-04"	"8e-04"	"0.0939"
"IR_g8_1_12"	"3e-04"	"0"	"0"	"0.0015"	"0.0021"	"3e-04"	"0.0022"	"0"	"9e-04"	"0.0915"
"Control_g120_1_2"	"-2e-04"	"0"	"8e-04"	"0.0019"	"0.0013"	"5e-04"	"0"	"-5e-04"	"6e-04"	"0.0884"
"PMT_128_1_1"	"3e-04"	"0"	"2e-04"	"0.0026"	"5e-04"	"1e-04"	"5e-04"	"2e-04"	"6e-04"	"0.0842"
"PMT_129_1_1"	"5e-04"	"1e-04"	"4e-04"	"0.0025"	"6e-04"	"1e-04"	"3e-04"	"3e-04"	"7e-04"	"0.0788"
"PMT_131_1_1"	"1e-04"	"0"	"2e-04"	"0.0026"	"3e-04"	"1e-04"	"6e-04"	"2e-04"	"6e-04"	"0.0746"
"Gr_g35_1_1"	"1e-04"	"0"	"0.0012"	"2e-04"	"2e-04"	"0"	"2e-04"	"4e-04"	"3e-04"	"0.0729"
"PMT_130_1_1"	"2e-04"	"0"	"2e-04"	"0.0022"	"4e-04"	"1e-04"	"3e-04"	"1e-04"	"5e-04"	"0.0725"
"PMT_341_1_1"	"0.0058"	"0"	"1e-04"	"0"	"1e-04"	"2e-04"	"1e-04"	"1e-04"	"4e-04"	"0.0687"
"PMT_231_1_1"	"0"	"0"	"4e-04"	"2e-04"	"3e-04"	"0"	"2e-04"	"0.0017"	"5e-04"	"0.0685"
"Gr_g77_5_2"	"0"	"0"	"1e-04"	"0.0022"	"5e-04"	"1e-04"	"2e-04"	"3e-04"	"6e-04"	"0.0685"
"PMT_345_1_1"	"0.0057"	"0"	"0"	"1e-04"	"1e-04"	"0"	"1e-04"	"2e-04"	"4e-04"	"0.0681"
"Gr_g36_1_13"	"2e-04"	"0.0014"	"8e-04"	"4e-04"	"6e-04"	"2e-04"	"0.001"	"0"	"5e-04"	"0.0674"
"Gr_g77_3_2"	"5e-04"	"0"	"3e-04"	"0.0023"	"4e-04"	"0"	"6e-04"	"2e-04"	"6e-04"	"0.0668"
"PMT_343_1_1"	"0.0042"	"0"	"1e-04"	"0"	"1e-04"	"0"	"1e-04"	"0"	"3e-04"	"0.0662"
"Or_g75_3_1"	"2e-04"	"0"	"-2e-04"	"-1e-04"	"8e-04"	"1e-04"	"0.001"	"0.0018"	"6e-04"	"0.0659"
"PMT_342_1_1"	"0.0058"	"0"	"0"	"2e-04"	"1e-04"	"0"	"2e-04"	"2e-04"	"4e-04"	"0.0659"
"Gr_g71_4_2"	"0.0044"	"0"	"1e-04"	"1e-04"	"2e-04"	"2e-04"	"-3e-04"	"2e-04"	"4e-04"	"0.0659"
"PMT_230_1_1"	"0"	"0"	"4e-04"	"2e-04"	"3e-04"	"0"	"3e-04"	"0.0013"	"4e-04"	"0.0655"
"PMT_133_1_1"	"7e-04"	"0"	"2e-04"	"0.0027"	"6e-04"	"1e-04"	"6e-04"	"1e-04"	"7e-04"	"0.0645"
"PMT_619_1_1"	"4e-04"	"0"	"-4e-04"	"0"	"5e-04"	"1e-04"	"5e-04"	"0.0014"	"4e-04"	"0.0641"
"Or_g74_4_2"	"6e-04"	"0.0022"	"6e-04"	"2e-04"	"8e-04"	"5e-04"	"7e-04"	"-2e-04"	"6e-04"	"0.0625"
"PMT_229_1_1"	"3e-04"	"0"	"1e-04"	"2e-04"	"2e-04"	"0"	"4e-04"	"0.0013"	"4e-04"	"0.0625"
"PMT_228_1_1"	"1e-04"	"0"	"1e-04"	"2e-04"	"3e-04"	"0"	"8e-04"	"0.0016"	"4e-04"	"0.0624"
"Or_g76_3_1"	"0"	"0"	"1e-04"	"-1e-04"	"0"	"1e-04"	"0.0016"	"8e-04"	"3e-04"	"0.062"
"Or_g61_6_1"	"1e-04"	"0"	"-3e-04"	"2e-04"	"0"	"0"	"0.0012"	"0.0013"	"3e-04"	"0.061"
"P450_g29_3_2"	"2e-04"	"2e-04"	"3e-04"	"2e-04"	"5e-04"	"1e-04"	"0.0011"	"4e-04"	"4e-04"	"0.0607"
"Or_g76_5_1"	"4e-04"	"0"	"0"	"1e-04"	"0"	"0"	"0.0015"	"8e-04"	"3e-04"	"0.0605"
"Or_g74_5_2"	"7e-04"	"0.0024"	"6e-04"	"2e-04"	"4e-04"	"3e-04"	"9e-04"	"-2e-04"	"5e-04"	"0.0602"
"Gr_g71_2_4"	"0.0041"	"0"	"1e-04"	"1e-04"	"1e-04"	"0"	"1e-04"	"1e-04"	"3e-04"	"0.0601"
"Gr_g71_1_5"	"0.0031"	"0"	"0"	"0"	"1e-04"	"0"	"1e-04"	"1e-04"	"2e-04"	"0.0591"
"Or_g69_5_1"	"4e-04"	"0"	"-1e-04"	"0"	"-2e-04"	"2e-04"	"0.0014"	"0.0012"	"3e-04"	"0.0585"
"PMT_134_1_1"	"4e-04"	"0"	"-3e-04"	"0.0018"	"6e-04"	"0"	"0"	"2e-04"	"4e-04"	"0.0584"
"Or_g69_3_2"	"1e-04"	"0"	"-1e-04"	"-2e-04"	"-3e-04"	"1e-04"	"0.0011"	"0.0014"	"3e-04"	"0.057"
"Or_g61_2_1"	"1e-04"	"0"	"-1e-04"	"3e-04"	"1e-04"	"0"	"8e-04"	"5e-04"	"2e-04"	"0.0567"
"Control_g56_8_5"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0"	"0.0014"	"-4e-04"	"1e-04"	"0.054"
"PMT_344_1_1"	"0.0039"	"0"	"1e-04"	"0"	"1e-04"	"0"	"1e-04"	"1e-04"	"3e-04"	"0.0533"
"PMT_629_1_1"	"6e-04"	"0"	"-2e-04"	"0"	"-1e-04"	"1e-04"	"0.0013"	"6e-04"	"2e-04"	"0.0515"
"PMT_621_1_1"	"0"	"0"	"-1e-04"	"-1e-04"	"1e-04"	"0"	"6e-04"	"0.0012"	"3e-04"	"0.0512"
"Control_g203_14_7"	"0.0013"	"0"	"-5e-04"	"0"	"4e-04"	"1e-04"	"3e-04"	"-1e-04"	"1e-04"	"0.0509"
"PMT_648_1_8"	"5e-04"	"0.0015"	"7e-04"	"-1e-04"	"6e-04"	"1e-04"	"7e-04"	"5e-04"	"5e-04"	"0.0482"
"PMT_340_1_1"	"0.0039"	"0"	"0"	"0"	"0"	"2e-04"	"0"	"0"	"3e-04"	"0.0471"
"Gr_g71_5_1"	"0.0044"	"0"	"1e-04"	"1e-04"	"0"	"0"	"-5e-04"	"1e-04"	"2e-04"	"0.0466"
"Gr_g35_5_1"	"1e-04"	"0"	"3e-04"	"0"	"3e-04"	"2e-04"	"8e-04"	"3e-04"	"3e-04"	"0.046"
"P450_g58_2_3"	"1e-04"	"0"	"2e-04"	"1e-04"	"1e-04"	"7e-04"	"3e-04"	"1e-04"	"2e-04"	"0.0458"
"PMT_559_1_1"	"0"	"0"	"1e-04"	"1e-04"	"2e-04"	"0"	"2e-04"	"8e-04"	"2e-04"	"0.0421"
"P450_g47_1_11"	"2e-04"	"0.0011"	"3e-04"	"1e-04"	"2e-04"	"1e-04"	"2e-04"	"0"	"3e-04"	"0.0419"
"Or_g8_1_13"	"2e-04"	"2e-04"	"3e-04"	"1e-04"	"-3e-04"	"0"	"0"	"3e-04"	"1e-04"	"0.0416"
"Gr_g35_4_2"	"3e-04"	"0"	"6e-04"	"1e-04"	"5e-04"	"0"	"5e-04"	"4e-04"	"3e-04"	"0.0408"
"Control_g46_8_1"	"-1e-04"	"0"	"0"	"0"	"0"	"0"	"6e-04"	"2e-04"	"1e-04"	"0.0406"
"PMT_586_1_1"	"1e-04"	"0.0014"	"7e-04"	"1e-04"	"0"	"0"	"-3e-04"	"1e-04"	"2e-04"	"0.0402"
"P450_g29_2_2"	"3e-04"	"0.0015"	"2e-04"	"1e-04"	"1e-04"	"1e-04"	"3e-04"	"3e-04"	"3e-04"	"0.0399"
"PMT_253_1_3"	"2e-04"	"0"	"6e-04"	"0"	"5e-04"	"0"	"3e-04"	"3e-04"	"3e-04"	"0.0395"
"Gr_g60_5_1"	"0"	"0"	"0"	"0"	"0"	"0"	"4e-04"	"0"	"0"	"0.0385"
"P450_g68_2_1"	"2e-04"	"0"	"0"	"1e-04"	"1e-04"	"5e-04"	"2e-04"	"2e-04"	"2e-04"	"0.0381"
"PMT_280_1_1"	"0"	"0"	"0"	"2e-04"	"2e-04"	"1e-04"	"6e-04"	"4e-04"	"2e-04"	"0.0379"
"Gr_g8_2_2"	"1e-04"	"0"	"0"	"1e-04"	"3e-04"	"2e-04"	"4e-04"	"-3e-04"	"1e-04"	"0.0368"
"Gr_g75_2_1"	"6e-04"	"0"	"0"	"3e-04"	"-1e-04"	"0"	"2e-04"	"3e-04"	"1e-04"	"0.0364"
"P450_g68_3_4"	"0"	"0"	"0"	"0"	"2e-04"	"4e-04"	"1e-04"	"0"	"1e-04"	"0.036"
"Gr_g60_3_2"	"0"	"0"	"-1e-04"	"1e-04"	"0"	"0"	"3e-04"	"0"	"0"	"0.0352"
"Or_g60_6_1"	"3e-04"	"0"	"1e-04"	"5e-04"	"-2e-04"	"3e-04"	"0"	"6e-04"	"2e-04"	"0.035"
"P450_g49_5_2"	"0"	"0"	"0"	"0.0011"	"2e-04"	"0"	"0"	"1e-04"	"2e-04"	"0.0348"
"Gr_g8_4_1"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"3e-04"	"2e-04"	"3e-04"	"1e-04"	"2e-04"	"0.0343"
"Gr_g68_1_7"	"1e-04"	"0"	"0"	"0"	"0"	"0"	"8e-04"	"1e-04"	"1e-04"	"0.031"
"PMT_278_1_1"	"0"	"0"	"1e-04"	"3e-04"	"0"	"1e-04"	"0"	"0"	"1e-04"	"0.0297"
"OBP_g3_5_1"	"1e-04"	"0"	"0"	"4e-04"	"2e-04"	"0"	"3e-04"	"1e-04"	"2e-04"	"0.0297"
"Gr_g38_1_3"	"-5e-04"	"0"	"0"	"2e-04"	"-1e-04"	"0"	"1e-04"	"1e-04"	"0"	"0.0295"
"OBP_g3_1_1"	"1e-04"	"0"	"0"	"7e-04"	"1e-04"	"0"	"1e-04"	"2e-04"	"2e-04"	"0.0278"
"Control_g14_11_3"	"2e-04"	"0.001"	"2e-04"	"3e-04"	"2e-04"	"0"	"1e-04"	"-1e-04"	"2e-04"	"0.0274"
"Gr_g43_3_2"	"0.0013"	"0"	"0"	"0"	"1e-04"	"0"	"0"	"0"	"1e-04"	"0.0268"
"Control_g73_5_2"	"0"	"0.001"	"2e-04"	"1e-04"	"1e-04"	"1e-04"	"1e-04"	"2e-04"	"2e-04"	"0.0264"
"Control_g161_6_3"	"0"	"0"	"0"	"-1e-04"	"1e-04"	"0"	"7e-04"	"3e-04"	"1e-04"	"0.0248"
"Gr_g64_1_1"	"0"	"0"	"-2e-04"	"0"	"2e-04"	"1e-04"	"-1e-04"	"0"	"1e-04"	"0.0246"
"OBP_g3_2_1"	"0"	"0"	"0"	"3e-04"	"0"	"0"	"0"	"0"	"1e-04"	"0.0243"
"PMT_293_1_1"	"5e-04"	"0"	"0"	"1e-04"	"1e-04"	"1e-04"	"0"	"1e-04"	"1e-04"	"0.024"
"Gr_g34_1_5"	"2e-04"	"0"	"4e-04"	"0"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"0.0231"
"PMT_647_1_1"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"1e-04"	"1e-04"	"0"	"0.0226"
"Gr_g68_5_1"	"0"	"0"	"0"	"0"	"1e-04"	"0"	"8e-04"	"0"	"1e-04"	"0.0224"
"Gr_g43_5_1"	"7e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0224"
"Gr_g64_3_1"	"0"	"0"	"-1e-04"	"-2e-04"	"1e-04"	"0"	"-1e-04"	"0"	"0"	"0.0222"
"Gr_g43_4_2"	"7e-04"	"0"	"0"	"0"	"0"	"0"	"0"	"1e-04"	"1e-04"	"0.0216"
"Control_g73_3_2"	"3e-04"	"7e-04"	"0"	"1e-04"	"0"	"0"	"1e-04"	"1e-04"	"1e-04"	"0.0212"
"PMT_270_1_1"	"0"	"0"	"0"	"0"	"-1e-04"	"0"	"5e-04"	"5e-04"	"1e-04"	"0.021"
"PMT_516_1_1"	"3e-04"	"0"	"-1e-04"	"2e-04"	"-2e-04"	"0"	"2e-04"	"-1e-04"	"0"	"0.0205"
"PMT_254_1_1"	"2e-04"	"0"	"3e-04"	"1e-04"	"1e-04"	"0"	"0"	"0"	"1e-04"	"0.0197"
"Control_g161_5_6"	"0"	"0"	"0"	"-1e-04"	"-1e-04"	"1e-04"	"8e-04"	"1e-04"	"0"	"0.0188"
"PMT_517_1_1"	"1e-04"	"0"	"1e-04"	"0"	"0"	"-2e-04"	"4e-04"	"-2e-04"	"0"	"0.0181"
"P450_g17_4_1"	"0"	"0"	"0"	"2e-04"	"1e-04"	"1e-04"	"-3e-04"	"0"	"0"	"0.018"
